Source,Target,Type,Weight
6684,48,undirected,1
6684,49,undirected,1
6684,50,undirected,1
6684,51,undirected,1
6684,63,undirected,1
6684,52,undirected,1
6684,53,undirected,1
6684,20,undirected,1
6684,55,undirected,1
6684,56,undirected,1
6684,57,undirected,1
6684,436,undirected,1
6684,58,undirected,1
6684,60,undirected,1
6684,59,undirected,1
6684,61,undirected,1
6684,62,undirected,1
6684,63,undirected,1
6684,68,undirected,1
6684,64,undirected,1
6684,65,undirected,1
6684,66,undirected,1
6684,67,undirected,1
6684,533,undirected,1
6685,170,undirected,1
6685,232,undirected,1
6685,534,undirected,1
6685,170,undirected,1
6685,387,undirected,1
6685,136,undirected,1
6685,71,undirected,1
6685,138,undirected,1
6685,535,undirected,1
6685,536,undirected,1
6685,537,undirected,1
6685,538,undirected,1
6685,284,undirected,1
6685,151,undirected,1
6685,243,undirected,1
6685,539,undirected,1
6685,540,undirected,1
6685,340,undirected,1
6685,295,undirected,1
6685,541,undirected,1
6685,542,undirected,1
6685,191,undirected,1
6685,92,undirected,1
6685,156,undirected,1
6685,92,undirected,1
6685,543,undirected,1
6685,56,undirected,1
6685,57,undirected,1
6685,95,undirected,1
6685,544,undirected,1
6685,545,undirected,1
6686,546,undirected,1
6686,168,undirected,1
6686,51,undirected,1
6686,547,undirected,1
6686,548,undirected,1
6686,549,undirected,1
6686,550,undirected,1
6686,353,undirected,1
6686,88,undirected,1
6686,322,undirected,1
6686,384,undirected,1
6686,71,undirected,1
6686,16,undirected,1
6686,551,undirected,1
6686,552,undirected,1
6686,19,undirected,1
6686,481,undirected,1
6686,549,undirected,1
6686,391,undirected,1
6686,181,undirected,1
6686,33,undirected,1
6686,151,undirected,1
6686,124,undirected,1
6686,553,undirected,1
6686,296,undirected,1
6686,295,undirected,1
6686,554,undirected,1
6686,52,undirected,1
6686,457,undirected,1
6686,555,undirected,1
6686,556,undirected,1
6686,191,undirected,1
6686,250,undirected,1
6686,156,undirected,1
6686,92,undirected,1
6686,409,undirected,1
6686,56,undirected,1
6686,57,undirected,1
6686,557,undirected,1
6686,558,undirected,1
6686,559,undirected,1
6686,560,undirected,1
6686,561,undirected,1
6686,562,undirected,1
6687,505,undirected,1
6687,563,undirected,1
6687,10,undirected,1
6687,350,undirected,1
6687,564,undirected,1
6687,565,undirected,1
6687,566,undirected,1
6687,352,undirected,1
6687,136,undirected,1
6687,567,undirected,1
6687,138,undirected,1
6687,205,undirected,1
6687,15,undirected,1
6687,511,undirected,1
6687,19,undirected,1
6687,167,undirected,1
6687,142,undirected,1
6687,568,undirected,1
6687,569,undirected,1
6687,22,undirected,1
6687,177,undirected,1
6687,330,undirected,1
6687,570,undirected,1
6687,571,undirected,1
6687,28,undirected,1
6687,81,undirected,1
6687,572,undirected,1
6687,34,undirected,1
6687,183,undirected,1
6687,566,undirected,1
6687,573,undirected,1
6687,574,undirected,1
6687,575,undirected,1
6687,576,undirected,1
6687,577,undirected,1
6687,578,undirected,1
6687,246,undirected,1
6687,579,undirected,1
6687,580,undirected,1
6687,581,undirected,1
6687,582,undirected,1
6687,583,undirected,1
6687,584,undirected,1
6687,92,undirected,1
6687,585,undirected,1
6687,586,undirected,1
6687,407,undirected,1
6687,57,undirected,1
6687,524,undirected,1
6687,56,undirected,1
6687,587,undirected,1
6687,588,undirected,1
6687,589,undirected,1
6687,590,undirected,1
6687,591,undirected,1
6687,529,undirected,1
6687,592,undirected,1
6687,532,undirected,1
6687,377,undirected,1
6688,99,undirected,1
6688,233,undirected,1
6688,234,undirected,1
6688,235,undirected,1
6688,71,undirected,1
6688,593,undirected,1
6688,594,undirected,1
6688,237,undirected,1
6688,238,undirected,1
6688,21,undirected,1
6688,239,undirected,1
6688,177,undirected,1
6688,240,undirected,1
6688,178,undirected,1
6688,595,undirected,1
6688,596,undirected,1
6688,241,undirected,1
6688,149,undirected,1
6688,106,undirected,1
6688,151,undirected,1
6688,243,undirected,1
6688,242,undirected,1
6688,153,undirected,1
6688,81,undirected,1
6688,244,undirected,1
6688,245,undirected,1
6688,246,undirected,1
6688,247,undirected,1
6688,248,undirected,1
6688,155,undirected,1
6688,250,undirected,1
6688,92,undirected,1
6688,251,undirected,1
6688,156,undirected,1
6688,57,undirected,1
6688,252,undirected,1
6688,253,undirected,1
6688,254,undirected,1
6688,255,undirected,1
6688,256,undirected,1
6688,5,undirected,1
6688,597,undirected,1
6688,259,undirected,1
6688,598,undirected,1
6688,260,undirected,1
6688,131,undirected,1
6689,546,undirected,1
6689,349,undirected,1
6689,416,undirected,1
6689,318,undirected,1
6689,599,undirected,1
6689,10,undirected,1
6689,600,undirected,1
6689,8,undirected,1
6689,601,undirected,1
6689,414,undirected,1
6689,415,undirected,1
6689,205,undirected,1
6689,602,undirected,1
